buying_price,maintenance,doors,persons,lug_boot,safety,value
high,medium,3,2,small,medium,unacceptable
high,medium,3,2,small,high,unacceptable
high,medium,3,2,medium,low,unacceptable
high,medium,3,2,medium,medium,unacceptable
high,medium,3,2,medium,high,unacceptable
high,medium,3,2,big,low,unacceptable
high,medium,3,2,big,medium,unacceptable
high,medium,3,2,big,high,unacceptable
high,medium,3,4,small,low,unacceptable
high,medium,3,4,small,medium,unacceptable
high,medium,3,4,small,high,acceptable
high,medium,3,4,medium,low,unacceptable
high,medium,3,4,medium,medium,unacceptable
high,medium,3,4,medium,high,acceptable
high,medium,3,4,big,low,unacceptable
high,medium,3,4,big,medium,acceptable
high,medium,3,4,big,high,acceptable
high,medium,3,6,small,low,unacceptable
high,medium,3,6,small,medium,unacceptable
high,medium,3,6,small,high,acceptable
high,medium,3,6,medium,low,unacceptable
high,medium,3,6,medium,medium,acceptable
high,medium,3,6,medium,high,acceptable
high,medium,3,6,big,low,unacceptable
high,medium,3,6,big,medium,acceptable
high,medium,3,6,big,high,acceptable
high,medium,4,2,small,low,unacceptable
high,medium,4,2,small,medium,unacceptable
high,medium,4,2,small,high,unacceptable
high,medium,4,2,medium,low,unacceptable
high,medium,4,2,medium,medium,unacceptable
high,medium,4,2,medium,high,unacceptable
high,medium,4,2,big,low,unacceptable
high,medium,4,2,big,medium,unacceptable
high,medium,4,2,big,high,unacceptable
high,medium,4,4,small,low,unacceptable
high,medium,4,4,small,medium,unacceptable
high,medium,4,4,small,high,acceptable
high,medium,4,4,medium,low,unacceptable
high,medium,4,4,medium,medium,acceptable
high,medium,4,4,medium,high,acceptable
high,medium,4,4,big,low,unacceptable
high,medium,4,4,big,medium,acceptable
high,medium,4,4,big,high,acceptable
high,medium,4,6,small,low,unacceptable
high,medium,4,6,small,medium,unacceptable
high,medium,4,6,small,high,acceptable
high,medium,4,6,medium,low,unacceptable
high,medium,4,6,medium,medium,acceptable
high,medium,4,6,medium,high,acceptable
high,medium,4,6,big,low,unacceptable
high,medium,4,6,big,medium,acceptable
high,medium,4,6,big,high,acceptable
high,medium,5,2,small,low,unacceptable
high,medium,5,2,small,medium,unacceptable
high,medium,5,2,small,high,unacceptable
high,medium,5,2,medium,low,unacceptable
high,medium,5,2,medium,medium,unacceptable
high,medium,5,2,medium,high,unacceptable
high,medium,5,2,big,low,unacceptable
high,medium,5,2,big,medium,unacceptable
high,medium,5,2,big,high,unacceptable
high,medium,5,4,small,low,unacceptable
high,medium,5,4,small,medium,unacceptable
high,medium,5,4,small,high,acceptable
high,medium,5,4,medium,low,unacceptable
high,medium,5,4,medium,medium,acceptable
high,medium,5,4,medium,high,acceptable
high,medium,5,4,big,low,unacceptable
high,medium,5,4,big,medium,acceptable
high,medium,5,4,big,high,acceptable
high,medium,5,6,small,low,unacceptable
high,medium,5,6,small,medium,unacceptable
high,medium,5,6,small,high,acceptable
high,medium,5,6,medium,low,unacceptable
high,medium,5,6,medium,medium,acceptable
high,medium,5,6,medium,high,acceptable
high,medium,5,6,big,low,unacceptable
high,medium,5,6,big,medium,acceptable
high,medium,5,6,big,high,acceptable
high,low,2,2,small,low,unacceptable
high,low,2,2,small,medium,unacceptable
high,low,2,2,small,high,unacceptable
high,low,2,2,medium,low,unacceptable
high,low,2,2,medium,medium,unacceptable
high,low,2,2,medium,high,unacceptable
high,low,2,2,big,low,unacceptable
high,low,2,2,big,medium,unacceptable
high,low,2,2,big,high,unacceptable
high,low,2,4,small,low,unacceptable
high,low,2,4,small,medium,unacceptable
high,low,2,4,small,high,acceptable
high,low,2,4,medium,low,unacceptable
high,low,2,4,medium,medium,unacceptable
high,low,2,4,medium,high,acceptable
high,low,2,4,big,low,unacceptable
high,low,2,4,big,medium,acceptable
high,low,2,4,big,high,acceptable
high,low,2,6,small,low,unacceptable
high,low,2,6,small,medium,unacceptable
high,low,2,6,small,high,unacceptable
high,low,2,6,medium,low,unacceptable
high,low,2,6,medium,medium,unacceptable
high,low,2,6,medium,high,acceptable
high,low,2,6,big,low,unacceptable
high,low,2,6,big,medium,acceptable
high,low,2,6,big,high,acceptable
high,low,3,2,small,low,unacceptable
high,low,3,2,small,medium,unacceptable
high,low,3,2,small,high,unacceptable
high,low,3,2,medium,low,unacceptable
high,low,3,2,medium,medium,unacceptable
high,low,3,2,medium,high,unacceptable
high,low,3,2,big,low,unacceptable
high,low,3,2,big,medium,unacceptable
high,low,3,2,big,high,unacceptable
high,low,3,4,small,low,unacceptable
high,low,3,4,small,medium,unacceptable
high,low,3,4,small,high,acceptable
high,low,3,4,medium,low,unacceptable
high,low,3,4,medium,medium,unacceptable
high,low,3,4,medium,high,acceptable
high,low,3,4,big,low,unacceptable
high,low,3,4,big,medium,acceptable
high,low,3,4,big,high,acceptable
high,low,3,6,small,low,unacceptable
high,low,3,6,small,medium,unacceptable
high,low,3,6,small,high,acceptable
high,low,3,6,medium,low,unacceptable
high,low,3,6,medium,medium,acceptable
high,low,3,6,medium,high,acceptable
high,low,3,6,big,low,unacceptable
high,low,3,6,big,medium,acceptable
high,low,3,6,big,high,acceptable
high,low,4,2,small,low,unacceptable
high,low,4,2,small,medium,unacceptable
high,low,4,2,small,high,unacceptable
high,low,4,2,medium,low,unacceptable
high,low,4,2,medium,medium,unacceptable
high,low,4,2,medium,high,unacceptable
high,low,4,2,big,low,unacceptable
high,low,4,2,big,medium,unacceptable
high,low,4,2,big,high,unacceptable
high,low,4,4,small,low,unacceptable
high,low,4,4,small,medium,unacceptable
high,low,4,4,small,high,acceptable
high,low,4,4,medium,low,unacceptable
high,low,4,4,medium,medium,acceptable
high,low,4,4,medium,high,acceptable
high,low,4,4,big,low,unacceptable
high,low,4,4,big,medium,acceptable
high,low,4,4,big,high,acceptable
high,low,4,6,small,low,unacceptable
high,low,4,6,small,medium,unacceptable
high,low,4,6,small,high,acceptable
high,low,4,6,medium,low,unacceptable
high,low,4,6,medium,medium,acceptable
high,low,4,6,medium,high,acceptable
high,low,4,6,big,low,unacceptable
high,low,4,6,big,medium,acceptable
high,low,4,6,big,high,acceptable
high,low,5,2,small,low,unacceptable
high,low,5,2,small,medium,unacceptable
high,low,5,2,small,high,unacceptable
high,low,5,2,medium,low,unacceptable
high,low,5,2,medium,medium,unacceptable
high,low,5,2,medium,high,unacceptable
high,low,5,2,big,low,unacceptable
high,low,5,2,big,medium,unacceptable
high,low,5,2,big,high,unacceptable
high,low,5,4,small,low,unacceptable
high,low,5,4,small,medium,unacceptable
high,low,5,4,small,high,acceptable
high,low,5,4,medium,low,unacceptable
high,low,5,4,medium,medium,acceptable
high,low,5,4,medium,high,acceptable
high,low,5,4,big,low,unacceptable
high,low,5,4,big,medium,acceptable
high,low,5,4,big,high,acceptable
high,low,5,6,small,low,unacceptable
high,low,5,6,small,medium,unacceptable
high,low,5,6,small,high,acceptable
high,low,5,6,medium,low,unacceptable
high,low,5,6,medium,medium,acceptable
high,low,5,6,medium,high,acceptable
high,low,5,6,big,low,unacceptable
high,low,5,6,big,medium,acceptable
high,low,5,6,big,high,acceptable
medium,very_high,2,2,small,low,unacceptable
medium,very_high,2,2,small,medium,unacceptable
medium,very_high,2,2,small,high,unacceptable
medium,very_high,2,2,medium,low,unacceptable
medium,very_high,2,2,medium,medium,unacceptable
medium,very_high,2,2,medium,high,unacceptable
medium,very_high,2,2,big,low,unacceptable
medium,very_high,2,2,big,medium,unacceptable
medium,very_high,2,2,big,high,unacceptable
medium,very_high,2,4,small,low,unacceptable
medium,very_high,2,4,small,medium,unacceptable
medium,very_high,2,4,small,high,acceptable
medium,very_high,2,4,medium,low,unacceptable
medium,very_high,2,4,medium,medium,unacceptable
medium,very_high,2,4,medium,high,acceptable
medium,very_high,2,4,big,low,unacceptable
medium,very_high,2,4,big,medium,acceptable
medium,very_high,2,4,big,high,acceptable
medium,very_high,2,6,small,low,unacceptable
medium,very_high,2,6,small,medium,unacceptable
medium,very_high,2,6,small,high,unacceptable
medium,very_high,2,6,medium,low,unacceptable
medium,very_high,2,6,medium,medium,unacceptable
medium,very_high,2,6,medium,high,acceptable
medium,very_high,2,6,big,low,unacceptable
medium,very_high,2,6,big,medium,acceptable
medium,very_high,2,6,big,high,acceptable
medium,very_high,3,2,small,low,unacceptable
medium,very_high,3,2,small,medium,unacceptable
medium,very_high,3,2,small,high,unacceptable
medium,very_high,3,2,medium,low,unacceptable
medium,very_high,3,2,medium,medium,unacceptable
medium,very_high,3,2,medium,high,unacceptable
medium,very_high,3,2,big,low,unacceptable
medium,very_high,3,2,big,medium,unacceptable
medium,very_high,3,2,big,high,unacceptable
medium,very_high,3,4,small,low,unacceptable
medium,very_high,3,4,small,medium,unacceptable
medium,very_high,3,4,small,high,acceptable
medium,very_high,3,4,medium,low,unacceptable
medium,very_high,3,4,medium,medium,unacceptable
medium,very_high,3,4,medium,high,acceptable
medium,very_high,3,4,big,low,unacceptable
medium,very_high,3,4,big,medium,acceptable
medium,very_high,3,4,big,high,acceptable
medium,very_high,3,6,small,low,unacceptable
medium,very_high,3,6,small,medium,unacceptable
medium,very_high,3,6,small,high,acceptable
medium,very_high,3,6,medium,low,unacceptable
medium,very_high,3,6,medium,medium,acceptable
medium,very_high,3,6,medium,high,acceptable
medium,very_high,3,6,big,low,unacceptable
medium,very_high,3,6,big,medium,acceptable
medium,very_high,3,6,big,high,acceptable
medium,very_high,4,2,small,low,unacceptable
medium,very_high,4,2,small,medium,unacceptable
medium,very_high,4,2,small,high,unacceptable
medium,very_high,4,2,medium,low,unacceptable
medium,very_high,4,2,medium,medium,unacceptable
medium,very_high,4,2,medium,high,unacceptable
medium,very_high,4,2,big,low,unacceptable
medium,very_high,4,2,big,medium,unacceptable
medium,very_high,4,2,big,high,unacceptable
medium,very_high,4,4,small,low,unacceptable
medium,very_high,4,4,small,medium,unacceptable
medium,very_high,4,4,small,high,acceptable
medium,very_high,4,4,medium,low,unacceptable
medium,very_high,4,4,medium,medium,acceptable
medium,very_high,4,4,medium,high,acceptable
medium,very_high,4,4,big,low,unacceptable
medium,very_high,4,4,big,medium,acceptable
medium,very_high,4,4,big,high,acceptable
medium,very_high,4,6,small,low,unacceptable
medium,very_high,4,6,small,medium,unacceptable
medium,very_high,4,6,small,high,acceptable
medium,very_high,4,6,medium,low,unacceptable
medium,very_high,4,6,medium,medium,acceptable
medium,very_high,4,6,medium,high,acceptable
medium,very_high,4,6,big,low,unacceptable
medium,very_high,4,6,big,medium,acceptable
medium,very_high,4,6,big,high,acceptable
medium,very_high,5,2,small,low,unacceptable
medium,very_high,5,2,small,medium,unacceptable
medium,very_high,5,2,small,high,unacceptable
medium,very_high,5,2,medium,low,unacceptable
medium,very_high,5,2,medium,medium,unacceptable
medium,very_high,5,2,medium,high,unacceptable
medium,very_high,5,2,big,low,unacceptable
medium,very_high,5,2,big,medium,unacceptable
medium,very_high,5,2,big,high,unacceptable
medium,very_high,5,4,small,low,unacceptable
medium,very_high,5,4,small,medium,unacceptable
medium,very_high,5,4,small,high,acceptable
medium,very_high,5,4,medium,low,unacceptable
medium,very_high,5,4,medium,medium,acceptable
medium,very_high,5,4,medium,high,acceptable
medium,very_high,5,4,big,low,unacceptable
medium,very_high,5,4,big,medium,acceptable
medium,very_high,5,4,big,high,acceptable
medium,very_high,5,6,small,low,unacceptable
medium,very_high,5,6,small,medium,unacceptable
medium,very_high,5,6,small,high,acceptable
medium,very_high,5,6,medium,low,unacceptable
medium,very_high,5,6,medium,medium,acceptable
medium,very_high,5,6,medium,high,acceptable
medium,very_high,5,6,big,low,unacceptable
medium,very_high,5,6,big,medium,acceptable
medium,very_high,5,6,big,high,acceptable
medium,high,2,2,small,low,unacceptable
medium,high,2,2,small,medium,unacceptable
medium,high,2,2,small,high,unacceptable
medium,high,2,2,medium,low,unacceptable
medium,high,2,2,medium,medium,unacceptable
medium,high,2,2,medium,high,unacceptable
medium,high,2,2,big,low,unacceptable
medium,high,2,2,big,medium,unacceptable
medium,high,2,2,big,high,unacceptable
medium,high,2,4,small,low,unacceptable
medium,high,2,4,small,medium,unacceptable
medium,high,2,4,small,high,acceptable
medium,high,2,4,medium,low,unacceptable
medium,high,2,4,medium,medium,unacceptable
medium,high,2,4,medium,high,acceptable
medium,high,2,4,big,low,unacceptable
medium,high,2,4,big,medium,acceptable
medium,high,2,4,big,high,acceptable
medium,high,2,6,small,low,unacceptable
medium,high,2,6,small,medium,unacceptable
medium,high,2,6,small,high,unacceptable
medium,high,2,6,medium,low,unacceptable
medium,high,2,6,medium,medium,unacceptable
medium,high,2,6,medium,high,acceptable
medium,high,2,6,big,low,unacceptable
medium,high,2,6,big,medium,acceptable
medium,high,2,6,big,high,acceptable
medium,high,3,2,small,low,unacceptable
medium,high,3,2,small,medium,unacceptable
medium,high,3,2,small,high,unacceptable
medium,high,3,2,medium,low,unacceptable
medium,high,3,2,medium,medium,unacceptable
medium,high,3,2,medium,high,unacceptable
medium,high,3,2,big,low,unacceptable
medium,high,3,2,big,medium,unacceptable
medium,high,3,2,big,high,unacceptable
medium,high,3,4,small,low,unacceptable
medium,high,3,4,small,medium,unacceptable
medium,high,3,4,small,high,acceptable
medium,high,3,4,medium,low,unacceptable
medium,high,3,4,medium,medium,unacceptable
medium,high,3,4,medium,high,acceptable
medium,high,3,4,big,low,unacceptable
medium,high,3,4,big,medium,acceptable
medium,high,3,4,big,high,acceptable
medium,high,3,6,small,low,unacceptable
medium,high,3,6,small,medium,unacceptable
medium,high,3,6,small,high,acceptable
medium,high,3,6,medium,low,unacceptable
medium,high,3,6,medium,medium,acceptable
medium,high,3,6,medium,high,acceptable
medium,high,3,6,big,low,unacceptable
medium,high,3,6,big,medium,acceptable
medium,high,3,6,big,high,acceptable
medium,high,4,2,small,low,unacceptable
medium,high,4,2,small,medium,unacceptable
medium,high,4,2,small,high,unacceptable
medium,high,4,2,medium,low,unacceptable
medium,high,4,2,medium,medium,unacceptable
medium,high,4,2,medium,high,unacceptable
medium,high,4,2,big,low,unacceptable
medium,high,4,2,big,medium,unacceptable
medium,high,4,2,big,high,unacceptable
medium,high,4,4,small,low,unacceptable
medium,high,4,4,small,medium,unacceptable
medium,high,4,4,small,high,acceptable
medium,high,4,4,medium,low,unacceptable
medium,high,4,4,medium,medium,acceptable
medium,high,4,4,medium,high,acceptable
medium,high,4,4,big,low,unacceptable
medium,high,4,4,big,medium,acceptable
medium,high,4,4,big,high,acceptable
medium,high,4,6,small,low,unacceptable
medium,high,4,6,small,medium,unacceptable
medium,high,4,6,small,high,acceptable
medium,high,4,6,medium,low,unacceptable
medium,high,4,6,medium,medium,acceptable
medium,high,4,6,medium,high,acceptable
medium,high,4,6,big,low,unacceptable
medium,high,4,6,big,medium,acceptable
medium,high,4,6,big,high,acceptable
medium,high,5,2,small,low,unacceptable
medium,high,5,2,small,medium,unacceptable
medium,high,5,2,small,high,unacceptable
medium,high,5,2,medium,low,unacceptable
medium,high,5,2,medium,medium,unacceptable
medium,high,5,2,medium,high,unacceptable
medium,high,5,2,big,low,unacceptable
medium,high,5,2,big,medium,unacceptable
medium,high,5,2,big,high,unacceptable
medium,high,5,4,small,low,unacceptable
medium,high,5,4,small,medium,unacceptable
medium,high,5,4,small,high,acceptable
medium,high,5,4,medium,low,unacceptable
medium,high,5,4,medium,medium,acceptable
medium,high,5,4,medium,high,acceptable
medium,high,5,4,big,low,unacceptable
medium,high,5,4,big,medium,acceptable
medium,high,5,4,big,high,acceptable
medium,high,5,6,small,low,unacceptable
medium,high,5,6,small,medium,unacceptable
medium,high,5,6,small,high,acceptable
medium,high,5,6,medium,low,unacceptable
medium,high,5,6,medium,medium,acceptable
medium,high,5,6,medium,high,acceptable
medium,high,5,6,big,low,unacceptable
medium,high,5,6,big,medium,acceptable
medium,high,5,6,big,high,acceptable
medium,medium,2,2,small,low,unacceptable
medium,medium,2,2,small,medium,unacceptable
medium,medium,2,2,small,high,unacceptable
medium,medium,2,2,medium,low,unacceptable
medium,medium,2,2,medium,medium,unacceptable
medium,medium,2,2,medium,high,unacceptable
medium,medium,2,2,big,low,unacceptable
medium,medium,2,2,big,medium,unacceptable
medium,medium,2,2,big,high,unacceptable
medium,medium,2,4,small,low,unacceptable
medium,medium,2,4,small,medium,acceptable
medium,medium,2,4,small,high,acceptable
medium,medium,2,4,medium,low,unacceptable
medium,medium,2,4,medium,medium,acceptable
medium,medium,2,4,medium,high,acceptable
medium,medium,2,4,big,low,unacceptable
medium,medium,2,4,big,medium,acceptable
medium,medium,2,4,big,high,very_good
medium,medium,2,6,small,low,unacceptable
medium,medium,2,6,small,medium,unacceptable
medium,medium,2,6,small,high,unacceptable
medium,medium,2,6,medium,low,unacceptable
medium,medium,2,6,medium,medium,acceptable
medium,medium,2,6,medium,high,acceptable
medium,medium,2,6,big,low,unacceptable
medium,medium,2,6,big,medium,acceptable
medium,medium,2,6,big,high,very_good
medium,medium,3,2,small,low,unacceptable
medium,medium,3,2,small,medium,unacceptable
medium,medium,3,2,small,high,unacceptable
medium,medium,3,2,medium,low,unacceptable
medium,medium,3,2,medium,medium,unacceptable
medium,medium,3,2,medium,high,unacceptable
medium,medium,3,2,big,low,unacceptable
medium,medium,3,2,big,medium,unacceptable
medium,medium,3,2,big,high,unacceptable
medium,medium,3,4,small,low,unacceptable
medium,medium,3,4,small,medium,acceptable
medium,medium,3,4,small,high,acceptable
medium,medium,3,4,medium,low,unacceptable
medium,medium,3,4,medium,medium,acceptable
medium,medium,3,4,medium,high,acceptable
medium,medium,3,4,big,low,unacceptable
medium,medium,3,4,big,medium,acceptable
medium,medium,3,4,big,high,very_good
medium,medium,3,6,small,low,unacceptable
medium,medium,3,6,small,medium,acceptable
medium,medium,3,6,small,high,acceptable
medium,medium,3,6,medium,low,unacceptable
medium,medium,3,6,medium,medium,acceptable
medium,medium,3,6,medium,high,very_good
medium,medium,3,6,big,low,unacceptable
medium,medium,3,6,big,medium,acceptable
medium,medium,3,6,big,high,very_good
medium,medium,4,2,small,low,unacceptable
medium,medium,4,2,small,medium,unacceptable
medium,medium,4,2,small,high,unacceptable
medium,medium,4,2,medium,low,unacceptable
medium,medium,4,2,medium,medium,unacceptable
medium,medium,4,2,medium,high,unacceptable
medium,medium,4,2,big,low,unacceptable
medium,medium,4,2,big,medium,unacceptable
medium,medium,4,2,big,high,unacceptable
medium,medium,4,4,small,low,unacceptable
medium,medium,4,4,small,medium,acceptable
medium,medium,4,4,small,high,acceptable
medium,medium,4,4,medium,low,unacceptable
medium,medium,4,4,medium,medium,acceptable
medium,medium,4,4,medium,high,very_good
medium,medium,4,4,big,low,unacceptable
medium,medium,4,4,big,medium,acceptable
medium,medium,4,4,big,high,very_good
medium,medium,4,6,small,low,unacceptable
medium,medium,4,6,small,medium,acceptable
medium,medium,4,6,small,high,acceptable
medium,medium,4,6,medium,low,unacceptable
medium,medium,4,6,medium,medium,acceptable
medium,medium,4,6,medium,high,very_good
medium,medium,4,6,big,low,unacceptable
medium,medium,4,6,big,medium,acceptable
medium,medium,4,6,big,high,very_good
medium,medium,5,2,small,low,unacceptable
medium,medium,5,2,small,medium,unacceptable
medium,medium,5,2,small,high,unacceptable
medium,medium,5,2,medium,low,unacceptable
medium,medium,5,2,medium,medium,unacceptable
medium,medium,5,2,medium,high,unacceptable
medium,medium,5,2,big,low,unacceptable
medium,medium,5,2,big,medium,unacceptable
medium,medium,5,2,big,high,unacceptable
medium,medium,5,4,small,low,unacceptable
medium,medium,5,4,small,medium,acceptable
medium,medium,5,4,small,high,acceptable
medium,medium,5,4,medium,low,unacceptable
medium,medium,5,4,medium,medium,acceptable
medium,medium,5,4,medium,high,very_good
medium,medium,5,4,big,low,unacceptable
medium,medium,5,4,big,medium,acceptable
medium,medium,5,4,big,high,very_good
medium,medium,5,6,small,low,unacceptable
medium,medium,5,6,small,medium,acceptable
medium,medium,5,6,small,high,acceptable
medium,medium,5,6,medium,low,unacceptable
medium,medium,5,6,medium,medium,acceptable
medium,medium,5,6,medium,high,very_good
medium,medium,5,6,big,low,unacceptable
medium,medium,5,6,big,medium,acceptable
medium,medium,5,6,big,high,very_good
medium,low,2,2,small,low,unacceptable
medium,low,2,2,small,medium,unacceptable
medium,low,2,2,small,high,unacceptable
medium,low,2,2,medium,low,unacceptable
medium,low,2,2,medium,medium,unacceptable
medium,low,2,2,medium,high,unacceptable
medium,low,2,2,big,low,unacceptable
medium,low,2,2,big,medium,unacceptable
medium,low,2,2,big,high,unacceptable
medium,low,2,4,small,low,unacceptable
medium,low,2,4,small,medium,acceptable
medium,low,2,4,small,high,good
medium,low,2,4,medium,low,unacceptable
medium,low,2,4,medium,medium,acceptable
medium,low,2,4,medium,high,good
medium,low,2,4,big,low,unacceptable
medium,low,2,4,big,medium,good
medium,low,2,4,big,high,very_good
medium,low,2,6,small,low,unacceptable
medium,low,2,6,small,medium,unacceptable
medium,low,2,6,small,high,unacceptable
medium,low,2,6,medium,low,unacceptable
medium,low,2,6,medium,medium,acceptable
medium,low,2,6,medium,high,good
medium,low,2,6,big,low,unacceptable
medium,low,2,6,big,medium,good
medium,low,2,6,big,high,very_good
medium,low,3,2,small,low,unacceptable
medium,low,3,2,small,medium,unacceptable
medium,low,3,2,small,high,unacceptable
medium,low,3,2,medium,low,unacceptable
medium,low,3,2,medium,medium,unacceptable
medium,low,3,2,medium,high,unacceptable
medium,low,3,2,big,low,unacceptable
medium,low,3,2,big,medium,unacceptable
medium,low,3,2,big,high,unacceptable
medium,low,3,4,small,low,unacceptable
medium,low,3,4,small,medium,acceptable
medium,low,3,4,small,high,good
medium,low,3,4,medium,low,unacceptable
medium,low,3,4,medium,medium,acceptable
medium,low,3,4,medium,high,good
medium,low,3,4,big,low,unacceptable
medium,low,3,4,big,medium,good
medium,low,3,4,big,high,very_good
medium,low,3,6,small,low,unacceptable
medium,low,3,6,small,medium,acceptable
medium,low,3,6,small,high,good
medium,low,3,6,medium,low,unacceptable
medium,low,3,6,medium,medium,good
medium,low,3,6,medium,high,very_good
medium,low,3,6,big,low,unacceptable
medium,low,3,6,big,medium,good
medium,low,3,6,big,high,very_good
medium,low,4,2,small,low,unacceptable
medium,low,4,2,small,medium,unacceptable
medium,low,4,2,small,high,unacceptable
medium,low,4,2,medium,low,unacceptable
medium,low,4,2,medium,medium,unacceptable
medium,low,4,2,medium,high,unacceptable
medium,low,4,2,big,low,unacceptable
medium,low,4,2,big,medium,unacceptable
medium,low,4,2,big,high,unacceptable
medium,low,4,4,small,low,unacceptable
medium,low,4,4,small,medium,acceptable
medium,low,4,4,small,high,good
medium,low,4,4,medium,low,unacceptable
medium,low,4,4,medium,medium,good
medium,low,4,4,medium,high,very_good
medium,low,4,4,big,low,unacceptable
medium,low,4,4,big,medium,good
medium,low,4,4,big,high,very_good
medium,low,4,6,small,low,unacceptable
medium,low,4,6,small,medium,acceptable
medium,low,4,6,small,high,good
medium,low,4,6,medium,low,unacceptable
medium,low,4,6,medium,medium,good
medium,low,4,6,medium,high,very_good
medium,low,4,6,big,low,unacceptable
medium,low,4,6,big,medium,good
medium,low,4,6,big,high,very_good
medium,low,5,2,small,low,unacceptable
medium,low,5,2,small,medium,unacceptable
medium,low,5,2,small,high,unacceptable
medium,low,5,2,medium,low,unacceptable
medium,low,5,2,medium,medium,unacceptable
medium,low,5,2,medium,high,unacceptable
medium,low,5,2,big,low,unacceptable
medium,low,5,2,big,medium,unacceptable
medium,low,5,2,big,high,unacceptable
medium,low,5,4,small,low,unacceptable
medium,low,5,4,small,medium,acceptable
medium,low,5,4,small,high,good
medium,low,5,4,medium,low,unacceptable
medium,low,5,4,medium,medium,good
medium,low,5,4,medium,high,very_good
medium,low,5,4,big,low,unacceptable
medium,low,5,4,big,medium,good
medium,low,5,4,big,high,very_good
medium,low,5,6,small,low,unacceptable
medium,low,5,6,small,medium,acceptable
medium,low,5,6,small,high,good
medium,low,5,6,medium,low,unacceptable
medium,low,5,6,medium,medium,good
medium,low,5,6,medium,high,very_good
medium,low,5,6,big,low,unacceptable
medium,low,5,6,big,medium,good
medium,low,5,6,big,high,very_good
low,very_high,2,2,small,low,unacceptable
low,very_high,2,2,small,medium,unacceptable
low,very_high,2,2,small,high,unacceptable
low,very_high,2,2,medium,low,unacceptable
low,very_high,2,2,medium,medium,unacceptable
low,very_high,2,2,medium,high,unacceptable
low,very_high,2,2,big,low,unacceptable
low,very_high,2,2,big,medium,unacceptable
low,very_high,2,2,big,high,unacceptable
low,very_high,2,4,small,low,unacceptable
low,very_high,2,4,small,medium,unacceptable
low,very_high,2,4,small,high,acceptable
low,very_high,2,4,medium,low,unacceptable
low,very_high,2,4,medium,medium,unacceptable
low,very_high,2,4,medium,high,acceptable
low,very_high,2,4,big,low,unacceptable
low,very_high,2,4,big,medium,acceptable
low,very_high,2,4,big,high,acceptable
low,very_high,2,6,small,low,unacceptable
low,very_high,2,6,small,medium,unacceptable
low,very_high,2,6,small,high,unacceptable
low,very_high,2,6,medium,low,unacceptable
low,very_high,2,6,medium,medium,unacceptable
low,very_high,2,6,medium,high,acceptable
low,very_high,2,6,big,low,unacceptable
low,very_high,2,6,big,medium,acceptable
low,very_high,2,6,big,high,acceptable
low,very_high,3,2,small,low,unacceptable
low,very_high,3,2,small,medium,unacceptable
low,very_high,3,2,small,high,unacceptable
low,very_high,3,2,medium,low,unacceptable
low,very_high,3,2,medium,medium,unacceptable
low,very_high,3,2,medium,high,unacceptable
low,very_high,3,2,big,low,unacceptable
low,very_high,3,2,big,medium,unacceptable
low,very_high,3,2,big,high,unacceptable
low,very_high,3,4,small,low,unacceptable
low,very_high,3,4,small,medium,unacceptable
low,very_high,3,4,small,high,acceptable
low,very_high,3,4,medium,low,unacceptable
low,very_high,3,4,medium,medium,unacceptable
low,very_high,3,4,medium,high,acceptable
low,very_high,3,4,big,low,unacceptable
low,very_high,3,4,big,medium,acceptable
low,very_high,3,4,big,high,acceptable
low,very_high,3,6,small,low,unacceptable
low,very_high,3,6,small,medium,unacceptable
low,very_high,3,6,small,high,acceptable
low,very_high,3,6,medium,low,unacceptable
low,very_high,3,6,medium,medium,acceptable
low,very_high,3,6,medium,high,acceptable
low,very_high,3,6,big,low,unacceptable
low,very_high,3,6,big,medium,acceptable
low,very_high,3,6,big,high,acceptable
low,very_high,4,2,small,low,unacceptable
low,very_high,4,2,small,medium,unacceptable
low,very_high,4,2,small,high,unacceptable
low,very_high,4,2,medium,low,unacceptable
low,very_high,4,2,medium,medium,unacceptable
low,very_high,4,2,medium,high,unacceptable
low,very_high,4,2,big,low,unacceptable
low,very_high,4,2,big,medium,unacceptable
low,very_high,4,2,big,high,unacceptable
low,very_high,4,4,small,low,unacceptable
low,very_high,4,4,small,medium,unacceptable
low,very_high,4,4,small,high,acceptable
low,very_high,4,4,medium,low,unacceptable
low,very_high,4,4,medium,medium,acceptable
low,very_high,4,4,medium,high,acceptable
low,very_high,4,4,big,low,unacceptable
low,very_high,4,4,big,medium,acceptable
low,very_high,4,4,big,high,acceptable
low,very_high,4,6,small,low,unacceptable
low,very_high,4,6,small,medium,unacceptable
low,very_high,4,6,small,high,acceptable
low,very_high,4,6,medium,low,unacceptable
low,very_high,4,6,medium,medium,acceptable
low,very_high,4,6,medium,high,acceptable
low,very_high,4,6,big,low,unacceptable
low,very_high,4,6,big,medium,acceptable
low,very_high,4,6,big,high,acceptable
low,very_high,5,2,small,low,unacceptable
low,very_high,5,2,small,medium,unacceptable
low,very_high,5,2,small,high,unacceptable
low,very_high,5,2,medium,low,unacceptable
low,very_high,5,2,medium,medium,unacceptable
low,very_high,5,2,medium,high,unacceptable
low,very_high,5,2,big,low,unacceptable
low,very_high,5,2,big,medium,unacceptable
low,very_high,5,2,big,high,unacceptable
low,very_high,5,4,small,low,unacceptable
low,very_high,5,4,small,medium,unacceptable
